id,year,g,treat,d,y
10,2002,2004,0,0,0.343134316328157
10,2003,2004,0,0,0.541258888297953
10,2004,2004,1,3,0.803151232319898
10,2005,2004,1,3,1.96871740271948
10,2006,2004,1,3,1.77653375509184
10,2007,2004,1,3,3.70265948755749
10,2008,2004,1,3,3.65589721576411
10,2009,2004,1,3,4.94102195862133
10,2010,2004,1,3,4.2291017256986
10,2011,2004,1,3,4.69861369164127
10,2012,2004,1,3,6.43275925215172
11,2000,2008,0,0,-1.11948380647878
11,2001,2008,0,0,-0.0230366787789256
11,2002,2008,0,0,0.0166474182796985
11,2003,2008,0,0,-0.15327101425554
11,2004,2008,0,0,0.139409284117749
11,2005,2008,0,0,0.423494383273217
11,2006,2008,0,0,0.608398895298462
11,2007,2008,0,0,-0.481453087275012
11,2008,2008,1,3,2.10048583923057
11,2009,2008,1,3,0.466547081476629
11,2010,2008,1,3,2.24057897021968
11,2011,2008,1,3,3.62731413497369
11,2012,2008,1,3,4.218932537141
12,2000,Inf,0,0,-0.671087346782566
12,2001,Inf,0,0,-1.53495381798975
12,2002,Inf,0,0,-1.41886000946147
12,2003,Inf,0,0,-1.65058946029505
12,2004,Inf,0,0,-0.00572052092010111
12,2005,Inf,0,0,-1.34855032371106
12,2006,Inf,0,0,-1.28540188265509
12,2007,Inf,0,0,-0.34495100381042
12,2008,Inf,0,0,-1.06543767536894
12,2009,Inf,0,0,-1.16032159714017
12,2010,Inf,0,0,-0.369068990411358
12,2011,Inf,0,0,0.281707722689028
12,2012,Inf,0,0,-0.046602648730209
13,2000,Inf,0,0,1.51757126264847
13,2001,Inf,0,0,1.90908672417685
13,2002,Inf,0,0,2.22630367164436
13,2003,Inf,0,0,1.7188733745561
13,2004,Inf,0,0,1.48533406188939
13,2005,Inf,0,0,0.988641657556854
13,2006,Inf,0,0,2.57981521945008
13,2007,Inf,0,0,2.8335906341724
13,2008,Inf,0,0,2.05221883690463
13,2009,Inf,0,0,2.18954169376056
13,2010,Inf,0,0,2.39316690661494
13,2011,Inf,0,0,2.54403042084071
13,2012,Inf,0,0,2.12410032897009
14,2000,2006,0,0,0.279509428322143
14,2001,2006,0,0,1.61355041414785
14,2002,2006,0,0,1.57472690544977
14,2003,2006,0,0,0.96971850219917
14,2004,2006,0,0,0.714245677606742
14,2005,2006,0,0,0.575702028154744
14,2006,2006,1,2,2.55917823800143
14,2007,2006,1,2,2.1481257801363
14,2008,2006,1,2,3.18341890212773
14,2009,2006,1,2,4.20279376380126
14,2010,2006,1,2,4.16772433127491
14,2011,2006,1,2,4.75338095475495
14,2012,2006,1,2,6.46639878164336
15,2000,2008,0,0,-1.85907397601996
15,2001,2008,0,0,-2.52017532506538
15,2002,2008,0,0,-1.37021585212191
15,2003,2008,0,0,-1.35947260824262
15,2004,2008,0,0,-1.94325109766219
15,2005,2008,0,0,-1.94411993224692
15,2006,2008,0,0,-0.649070416433376
15,2007,2008,0,0,-1.29350566932152
15,2008,2008,1,2,-0.0262205311913449
15,2009,2008,1,2,0.768241619066864
15,2010,2008,1,2,0.936198696652919
15,2011,2008,1,2,2.21322687719402
15,2012,2008,1,2,1.39363086932802
16,2000,Inf,0,0,-0.597381830977009
16,2001,Inf,0,0,0.472267463317545
16,2002,Inf,0,0,-0.190796005168939
16,2003,Inf,0,0,1.1821382030835
16,2004,Inf,0,0,1.05716778542763
16,2005,Inf,0,0,0.778441087467091
16,2006,Inf,0,0,0.779681950233028
16,2007,Inf,0,0,0.803178657670922
16,2008,Inf,0,0,1.19701560209962
16,2009,Inf,0,0,2.12326319481016
16,2010,Inf,0,0,1.75017015391645
16,2011,Inf,0,0,1.5748367886748
16,2012,Inf,0,0,1.95564946324483
17,2000,2006,0,0,3.50460401999817
17,2001,2006,0,0,2.45438295491529
17,2002,2006,0,0,2.92147577185027
17,2003,2006,0,0,2.57130423389127
17,2004,2006,0,0,3.14680236764241
17,2005,2006,0,0,2.7766148632652
17,2006,2006,1,3,4.24145640443547
17,2007,2006,1,3,4.67970263921399
17,2008,2006,1,3,5.50490775470696
17,2009,2006,1,3,5.19496799848439
17,2010,2006,1,3,6.49820516527199
17,2011,2006,1,3,6.85904027230266
17,2012,2006,1,3,7.43551072696513
18,2000,2008,0,0,1.48967546435223
18,2001,2008,0,0,0.888773342177449
18,2002,2008,0,0,1.656360386248
18,2003,2008,0,0,1.49440746514017
18,2004,2008,0,0,1.12473648898252
18,2005,2008,0,0,2.45082570428644
18,2006,2008,0,0,1.80508269000661
18,2007,2008,0,0,2.11185185730817
18,2008,2008,1,1,2.32359680089929
18,2009,2008,1,1,4.05278815773786
18,2010,2008,1,1,3.59710933640348
18,2011,2008,1,1,3.48446752038158
18,2012,2008,1,1,3.96409742608638
19,2000,2006,0,0,-0.793057106256627
19,2001,2006,0,0,-0.917393169483429
19,2002,2006,0,0,-1.56646129740772
19,2003,2006,0,0,-1.20271056247439
19,2004,2006,0,0,-1.30374523093763
19,2005,2006,0,0,-0.835794301274843
19,2006,2006,1,2,-0.70687797803444
19,2007,2006,1,2,0.333830155172463
19,2008,2006,1,2,2.24395400779498
19,2009,2006,1,2,1.7937138499004
19,2010,2006,1,2,1.99713492059579
19,2011,2006,1,2,3.08775615297428
19,2012,2006,1,2,2.13112304371699
20,2000,2004,0,0,-0.41863713653713
20,2001,2004,0,0,0.38981237318742
20,2002,2004,0,0,0.220746074108036
20,2003,2004,0,0,0.466257328530496
20,2004,2004,1,2,-0.192949385299843
20,2005,2004,1,2,1.63103721151268
20,2006,2004,1,2,1.51823751297451
20,2007,2004,1,2,2.07105866222544
20,2008,2004,1,2,3.23661240949142
20,2009,2004,1,2,4.21332002950542
20,2010,2004,1,2,3.4499899772966
20,2011,2004,1,2,4.30532616589216
20,2012,2004,1,2,5.50991998095316
21,2000,2006,0,0,-0.291709229064658
21,2001,2006,0,0,0.046151988947568
21,2002,2006,0,0,1.28889874165183
21,2003,2006,0,0,-0.0463141111371085
21,2004,2006,0,0,0.14200675260136
21,2005,2006,0,0,0.844042082813717
21,2006,2006,1,2,1.46798299323846
21,2007,2006,1,2,2.19842849888994
21,2008,2006,1,2,3.05247779721278
21,2009,2006,1,2,3.69555636581869
21,2010,2006,1,2,3.63526376086484
21,2011,2006,1,2,4.87514694050411
21,2012,2006,1,2,5.52385668594789
22,2000,2006,0,0,-1.57441702163243
22,2001,2006,0,0,-1.52986322271333
22,2002,2006,0,0,-1.34207350902492
22,2003,2006,0,0,-1.20344073958642
22,2004,2006,0,0,-1.87251347423005
22,2005,2006,0,0,-1.56223583294629
22,2006,2006,1,1,-0.622766314796905
22,2007,2006,1,1,0.40092399464399
22,2008,2006,1,1,0.053927951705135
22,2009,2006,1,1,0.892829707600033
22,2010,2006,1,1,2.12497129830782
22,2011,2006,1,1,3.38263028398505
22,2012,2006,1,1,2.56967958970436
23,2000,Inf,0,0,0.30450005748134
23,2001,Inf,0,0,0.780854278755376
23,2002,Inf,0,0,-0.599677281038876
23,2003,Inf,0,0,0.509465630583612
23,2004,Inf,0,0,0.497119227442
23,2005,Inf,0,0,0.797392633743774
23,2006,Inf,0,0,0.532137579476629
23,2007,Inf,0,0,0.191315528484023
23,2008,Inf,0,0,0.890179036293142
23,2009,Inf,0,0,1.15263647025928
23,2010,Inf,0,0,0.794144328245922
23,2011,Inf,0,0,1.48412661037955
23,2012,Inf,0,0,1.55403344271275
24,2000,2008,0,0,0.576292434508618
24,2001,2008,0,0,-0.164718721500781
24,2002,2008,0,0,1.02545370827294
24,2003,2008,0,0,1.19225095494996
24,2004,2008,0,0,0.231477771607031
24,2005,2008,0,0,1.56868357894691
24,2006,2008,0,0,1.34715278535603
24,2007,2008,0,0,2.12145982247263
24,2008,2008,1,2,2.1062263202074
24,2009,2008,1,2,2.05798258307229
24,2010,2008,1,2,2.7948190765305
24,2011,2008,1,2,3.92554663432064
24,2012,2008,1,2,3.90045051266525
25,2000,2004,0,0,0.700262694445389
25,2001,2004,0,0,-0.120898590470998
25,2002,2004,0,0,-0.0433622240603241
25,2003,2004,0,0,0.736099361312556
25,2004,2004,1,1,0.775863686758886
25,2005,2004,1,1,1.2060663666092
25,2006,2004,1,1,2.62207002187529
25,2007,2004,1,1,2.24580498088738
25,2008,2004,1,1,3.28558277463461
25,2009,2004,1,1,3.2318903812667
25,2010,2004,1,1,4.28497702630325
25,2011,2004,1,1,4.28715816948134
25,2012,2004,1,1,5.08514876109598
26,2000,Inf,0,0,-0.467654996545623
26,2001,Inf,0,0,-0.0395398141364112
26,2002,Inf,0,0,0.145377427847382
26,2003,Inf,0,0,1.13000354056027
26,2004,Inf,0,0,0.819503535005385
26,2005,Inf,0,0,0.000316754381819273
26,2006,Inf,0,0,0.376440435269084
26,2007,Inf,0,0,0.919167861539281
26,2008,Inf,0,0,0.699676208770553
26,2009,Inf,0,0,0.384392181825499
26,2010,Inf,0,0,1.22881988876267
26,2011,Inf,0,0,1.10422434257862
26,2012,Inf,0,0,1.05973673787476
27,2000,Inf,0,0,-1.25773736869032
27,2001,Inf,0,0,-2.01862517981285
27,2002,Inf,0,0,-1.79298079901444
27,2003,Inf,0,0,-1.71046503347921
27,2004,Inf,0,0,-2.32994577192508
27,2005,Inf,0,0,-0.845162047616902
27,2006,Inf,0,0,-1.5122799820142
27,2007,Inf,0,0,-1.68356288906947
27,2008,Inf,0,0,-1.14158424264959
27,2009,Inf,0,0,-1.54999366472002
27,2010,Inf,0,0,-0.717792995893293
27,2011,Inf,0,0,-0.337591186504386
27,2012,Inf,0,0,-1.44698255898959
28,2000,2006,0,0,0.693952069788501
28,2001,2006,0,0,2.17323862742415
28,2002,2006,0,0,1.38726917281051
28,2003,2006,0,0,1.6237722809698
28,2004,2006,0,0,2.31181376572643
28,2005,2006,0,0,1.44047943612083
28,2006,2006,1,1,2.6716514517587
28,2007,2006,1,1,2.70703660025204
28,2008,2006,1,1,3.93663572676604
28,2009,2006,1,1,4.77897839807776
28,2010,2006,1,1,4.87979756995625
28,2011,2006,1,1,5.54619727267512
28,2012,2006,1,1,5.61412442470502
29,2000,2008,0,0,0.00837706369828534
29,2001,2008,0,0,-0.423984279930608
29,2002,2008,0,0,0.0329981382396116
29,2003,2008,0,0,1.0954423017173
29,2004,2008,0,0,-0.420651162305501
29,2005,2008,0,0,0.868375091312464
29,2006,2008,0,0,0.824225697222178
29,2007,2008,0,0,1.30341034904107
29,2008,2008,1,2,1.80246768781862
29,2009,2008,1,2,2.13939725043246
29,2010,2008,1,2,3.26899069283923
29,2011,2008,1,2,3.61319752222903
29,2012,2008,1,2,4.16933049500277
30,2000,2006,0,0,-0.113623349580789
30,2001,2006,0,0,-0.163701566112642
30,2002,2006,0,0,-0.451231254412414
30,2003,2006,0,0,-0.441134248460247
30,2004,2006,0,0,-0.0197102810737536
30,2005,2006,0,0,0.0908798481224943
30,2006,2006,1,2,0.405099274208587
30,2007,2006,1,2,0.819915851527426
30,2008,2006,1,2,2.06213727065012
30,2009,2006,1,2,2.16209160021774
30,2010,2006,1,2,2.03495757823611
30,2011,2006,1,2,4.16383539283456
30,2012,2006,1,2,3.66280809828822
31,2000,Inf,0,0,-1.29796934937314
31,2001,Inf,0,0,-1.12455937680004
31,2002,Inf,0,0,-1.06962757376498
31,2003,Inf,0,0,-0.911303226652693
31,2004,Inf,0,0,-0.868947217330035
31,2005,Inf,0,0,-1.41970269479432
31,2006,Inf,0,0,-0.411420982152992
31,2007,Inf,0,0,-0.70427314617485
31,2008,Inf,0,0,-1.15492149591607
31,2009,Inf,0,0,0.0208443098634039
31,2010,Inf,0,0,0.460711871426052
31,2011,Inf,0,0,0.195854397903689
31,2012,Inf,0,0,-0.939220839379853
32,2000,2008,0,0,0.502675129450427
32,2001,2008,0,0,0.900393572869848
32,2002,2008,0,0,0.329357245785657
32,2003,2008,0,0,-0.161323622925906
32,2004,2008,0,0,0.0258604898156913
32,2005,2008,0,0,-1.19655873415616
32,2006,2008,0,0,0.723156012526008
32,2007,2008,0,0,1.76602250670395
32,2008,2008,1,2,1.21622532888124
32,2009,2008,1,2,1.91431933391005
32,2010,2008,1,2,2.64188225002972
32,2011,2008,1,2,3.84575793819804
32,2012,2008,1,2,3.77748572950054
33,2000,Inf,0,0,-0.55715452833756
33,2001,Inf,0,0,-0.907932086301332
33,2002,Inf,0,0,-0.727090155789436
33,2003,Inf,0,0,-0.424818368295384
33,2004,Inf,0,0,-0.647203745071074
33,2005,Inf,0,0,-0.490288924431592
33,2006,Inf,0,0,0.757264134197032
33,2007,Inf,0,0,-0.262057554200076
33,2008,Inf,0,0,0.189931882264791
33,2009,Inf,0,0,1.3750239608094
33,2010,Inf,0,0,0.207185930404985
33,2011,Inf,0,0,1.32179567773675
33,2012,Inf,0,0,0.428849679862059
34,2000,2008,0,0,-0.196779946141532
34,2001,2008,0,0,0.563323612911982
34,2002,2008,0,0,0.350917817627094
34,2003,2008,0,0,0.146071194827131
34,2004,2008,0,0,0.0941731404145502
34,2005,2008,0,0,1.03283121560249
34,2006,2008,0,0,0.724064683766579
34,2007,2008,0,0,1.5373623342193
34,2008,2008,1,3,1.19333946446956
34,2009,2008,1,3,1.93999312394573
34,2010,2008,1,3,3.23686012027521
34,2011,2008,1,3,3.66448497111104
34,2012,2008,1,3,3.94042663798052
35,2000,Inf,0,0,1.64671942169201
35,2001,Inf,0,0,2.65824784183679
35,2002,Inf,0,0,1.62140637757118
35,2003,Inf,0,0,2.32276555597561
35,2004,Inf,0,0,2.75884750503912
35,2005,Inf,0,0,1.38822638864098
35,2006,Inf,0,0,2.86479838668904
35,2007,Inf,0,0,1.81857656592601
35,2008,Inf,0,0,2.40801417048247
35,2009,Inf,0,0,2.47257974640285
35,2010,Inf,0,0,3.88561933616539
35,2011,Inf,0,0,2.90427663923929
35,2012,Inf,0,0,2.99877028268613
36,2000,Inf,0,0,-2.10414535778222
36,2001,Inf,0,0,-2.13437254564285
36,2002,Inf,0,0,-1.76271110229172
36,2003,Inf,0,0,-1.56189466436645
36,2004,Inf,0,0,-1.94666706104478
36,2005,Inf,0,0,-1.37132577686571
36,2006,Inf,0,0,-1.10077838462635
36,2007,Inf,0,0,-1.18511231297162
36,2008,Inf,0,0,-0.919125974243668
36,2009,Inf,0,0,-1.78077677234056
36,2010,Inf,0,0,-0.195511532679117
36,2011,Inf,0,0,-0.890389532079594
36,2012,Inf,0,0,-0.280959854687409
37,2000,Inf,0,0,-0.745136075551634
37,2001,Inf,0,0,-0.587742004165311
37,2002,Inf,0,0,-0.551352341678542
37,2003,Inf,0,0,-0.0526790809553945
37,2004,Inf,0,0,-0.633379805025771
37,2005,Inf,0,0,0.157418671773463
37,2006,Inf,0,0,-1.02020470153078
37,2007,Inf,0,0,0.550578709285263
37,2008,Inf,0,0,-0.976983663694114
37,2009,Inf,0,0,0.412242590895377
37,2010,Inf,0,0,-0.00897166792128809
37,2011,Inf,0,0,0.445476586190113
37,2012,Inf,0,0,0.682399944459018
38,2000,Inf,0,0,-0.832117983038642
38,2001,Inf,0,0,-1.03621455385323
38,2002,Inf,0,0,-0.446525063609243
38,2003,Inf,0,0,-0.472155515845313
38,2004,Inf,0,0,-0.267989732382712
38,2005,Inf,0,0,0.59975444445286
38,2006,Inf,0,0,-0.115144622677339
38,2007,Inf,0,0,-0.35448535843584
38,2008,Inf,0,0,0.397898363405417
38,2009,Inf,0,0,1.00054767980416
38,2010,Inf,0,0,-0.109305623614035
38,2011,Inf,0,0,0.759130552585073
38,2012,Inf,0,0,0.912566918359925
39,2000,2004,0,0,-0.730734892133286
39,2001,2004,0,0,0.600073710758051
39,2002,2004,0,0,-0.729476287940375
39,2003,2004,0,0,0.134531152331462
39,2004,2004,1,2,0.0434521355660714
39,2005,2004,1,2,0.703820094335645
39,2006,2004,1,2,2.37332943058996
39,2007,2004,1,2,2.47581698926526
39,2008,2004,1,2,3.69736690873685
39,2009,2004,1,2,3.68182835880956
39,2010,2004,1,2,4.63189097792309
39,2011,2004,1,2,3.93743386292316
39,2012,2004,1,2,5.61280934736825
40,2000,Inf,0,0,-2.02685049211652
40,2001,Inf,0,0,-1.29339651342831
40,2002,Inf,0,0,-0.869074750013557
40,2003,Inf,0,0,-1.70441879377858
40,2004,Inf,0,0,-1.14185035038715
40,2005,Inf,0,0,-1.51531324893282
40,2006,Inf,0,0,-1.62307468309528
40,2007,Inf,0,0,-1.24966366253071
40,2008,Inf,0,0,-0.789960860132991
40,2009,Inf,0,0,-0.0762313081337326
40,2010,Inf,0,0,-0.416288927478369
40,2011,Inf,0,0,-1.12914601459803
40,2012,Inf,0,0,-1.28415580326057
41,2000,Inf,0,0,1.25244320481476
41,2001,Inf,0,0,1.03261447733169
41,2002,Inf,0,0,1.36048974452995
41,2003,Inf,0,0,1.59331992198308
41,2004,Inf,0,0,1.05580450874031
41,2005,Inf,0,0,2.53477683886847
41,2006,Inf,0,0,1.8968184188566
41,2007,Inf,0,0,1.397683646751
41,2008,Inf,0,0,2.24229737625307
41,2009,Inf,0,0,1.42808346628035
41,2010,Inf,0,0,1.96966982833465
41,2011,Inf,0,0,1.88095164545891
41,2012,Inf,0,0,2.46832757587446
42,2000,Inf,0,0,0.873034809970165
42,2001,Inf,0,0,1.47415259898356
42,2002,Inf,0,0,0.0408777543981875
42,2003,Inf,0,0,0.884607571086006
42,2004,Inf,0,0,0.928769991261434
42,2005,Inf,0,0,0.90307533347784
42,2006,Inf,0,0,0.799507404659455
42,2007,Inf,0,0,0.765824414436856
42,2008,Inf,0,0,1.77977773324627
42,2009,Inf,0,0,0.936834104398366
42,2010,Inf,0,0,1.38349046365594
42,2011,Inf,0,0,0.674955510679257
42,2012,Inf,0,0,2.54598368482796
43,2000,2004,0,0,-0.922375446027547
43,2001,2004,0,0,-1.3754170258237
43,2002,2004,0,0,-0.942150398401627
43,2003,2004,0,0,-0.20950321641527
43,2004,2004,1,3,-0.404465799935427
43,2005,2004,1,3,-0.115828857198859
43,2006,2004,1,3,0.265967103322423
43,2007,2004,1,3,2.06300993803566
43,2008,2004,1,3,2.25066421910973
43,2009,2004,1,3,2.98083040773133
43,2010,2004,1,3,3.90206958296541
43,2011,2004,1,3,3.32134231193637
43,2012,2004,1,3,4.87227381824177
44,2000,Inf,0,0,-0.996903154520704
44,2001,Inf,0,0,0.0649312888027399
44,2002,Inf,0,0,-1.40780335008198
44,2003,Inf,0,0,-0.125423184043203
44,2004,Inf,0,0,0.137016279201647
44,2005,Inf,0,0,-0.739060573156721
44,2006,Inf,0,0,-0.473303176222153
44,2007,Inf,0,0,0.174030588765335
44,2008,Inf,0,0,0.480100404047655
44,2009,Inf,0,0,1.1760994659043
44,2010,Inf,0,0,0.261144060709135
44,2011,Inf,0,0,0.368945880426223
44,2012,Inf,0,0,0.231220204449005
45,2000,2008,0,0,-1.77127243002784
45,2001,2008,0,0,-1.23821879693994
45,2002,2008,0,0,-2.23683286290878
45,2003,2008,0,0,-1.7518593810854
45,2004,2008,0,0,-0.659330456713632
45,2005,2008,0,0,-1.09592018305562
45,2006,2008,0,0,-1.38317792749738
45,2007,2008,0,0,-0.871630813063044
45,2008,2008,1,1,-0.600306021780601
45,2009,2008,1,1,-0.166046517641873
45,2010,2008,1,1,0.968851510087893
45,2011,2008,1,1,1.06846789148848
45,2012,2008,1,1,2.01858416457722
46,2000,2006,0,0,1.83019240385672
46,2001,2006,0,0,1.93824444711815
46,2002,2006,0,0,2.6334261304471
46,2003,2006,0,0,1.31526237127666
46,2004,2006,0,0,2.81666007341679
46,2005,2006,0,0,2.71908625970836
46,2006,2006,1,3,3.69971714210982
46,2007,2006,1,3,4.84840412154263
46,2008,2006,1,3,4.76023379021853
46,2009,2006,1,3,4.04578410616004
46,2010,2006,1,3,5.44691770006919
46,2011,2006,1,3,6.38427878901325
46,2012,2006,1,3,7.08739968441056
47,2000,Inf,0,0,-1.55189784862574
47,2001,Inf,0,0,-1.15020413930817
47,2002,Inf,0,0,-1.03025992184264
47,2003,Inf,0,0,-0.772546384101343
47,2004,Inf,0,0,-1.07196501737194
47,2005,Inf,0,0,-1.04302000575678
47,2006,Inf,0,0,0.056163711255666
47,2007,Inf,0,0,-0.638238763400966
47,2008,Inf,0,0,-1.17885897941147
47,2009,Inf,0,0,-0.508118323096011
47,2010,Inf,0,0,-0.188128679902547
47,2011,Inf,0,0,0.228560865198716
47,2012,Inf,0,0,0.0980848663620209
48,2000,Inf,0,0,0.870182058847607
48,2001,Inf,0,0,1.04550105722402
48,2002,Inf,0,0,1.49175499802087
48,2003,Inf,0,0,0.887985588078634
48,2004,Inf,0,0,0.551233218827748
48,2005,Inf,0,0,0.784885066582023
48,2006,Inf,0,0,0.815249837345272
48,2007,Inf,0,0,1.62254123461276
48,2008,Inf,0,0,1.93202094602666
48,2009,Inf,0,0,1.886061295541
48,2010,Inf,0,0,2.63028817848128
48,2011,Inf,0,0,2.58779740746699
48,2012,Inf,0,0,1.61187022554412
49,2000,2006,0,0,1.9396124315786
49,2001,2006,0,0,1.57342122391224
49,2002,2006,0,0,0.896480115373684
49,2003,2006,0,0,1.3159718387689
49,2004,2006,0,0,1.77250917724163
49,2005,2006,0,0,2.39674993912354
49,2006,2006,1,1,3.21147508551181
49,2007,2006,1,1,3.40155107044171
49,2008,2006,1,1,3.16463067031015
49,2009,2006,1,1,4.44149823182936
49,2010,2006,1,1,5.69893525603456
49,2011,2006,1,1,5.34706500869254
49,2012,2006,1,1,5.94283919238991
50,2000,2004,0,0,1.05864523296962
50,2001,2004,0,0,1.67873500895344
50,2002,2004,0,0,2.08144714311996
50,2003,2004,0,0,0.927877547664357
50,2004,2004,1,2,1.26996076325322
50,2005,2004,1,2,2.99628843773592
50,2006,2004,1,2,2.89956556584738
50,2007,2004,1,2,4.62302498284128
50,2008,2004,1,2,4.32354489801333
50,2009,2004,1,2,4.90458566921357
50,2010,2004,1,2,5.39249875829526
50,2011,2004,1,2,5.95478055907581
50,2012,2004,1,2,5.66122738243971
51,2000,2004,0,0,0.716088541105203
51,2001,2004,0,0,0.525465745311416
51,2002,2004,0,0,1.1408870909191
51,2003,2004,0,0,0.671184308217724
51,2004,2004,1,1,1.49668673388544
51,2005,2004,1,1,2.21815726154495
51,2006,2004,1,1,2.11143977506196
51,2007,2004,1,1,3.19072740482469
51,2008,2004,1,1,4.79667779090444
51,2009,2004,1,1,4.94327326794889
51,2010,2004,1,1,4.89167243565416
51,2011,2004,1,1,5.25327644133689
51,2012,2004,1,1,6.98346034798823
52,2000,2004,0,0,2.06272295512366
52,2001,2004,0,0,1.60726727685689
52,2002,2004,0,0,1.70407024466533
52,2003,2004,0,0,3.08752651504489
52,2004,2004,1,1,2.4071621145638
52,2005,2004,1,1,3.28401277319435
52,2006,2004,1,1,4.4073924304299
52,2007,2004,1,1,3.93014090558234
52,2008,2004,1,1,4.54744810571721
52,2009,2004,1,1,6.30424575615159
